DateTime,TimeToResponse,ResponseTimes
2025-05-13 19:27:19,6.679502,1
2025-05-13 19:27:25,12.20958,2
2025-05-13 19:27:25,12.87432,3
2025-05-13 19:27:26,13.34996,4
2025-05-13 19:27:26,13.8249,5
2025-05-13 19:27:27,15.01189,6
2025-05-13 19:27:28,15.82114,7
