DateTime,TimeToResponse,ResponseTimes
2025-05-14 12:30:39,2.996335,1
2025-05-14 12:30:41,5.433271,2
2025-05-14 12:30:43,7.216337,3
2025-05-14 12:30:44,8.609173,4
2025-05-14 12:30:46,9.764701,5
