DateTime,TimeToResponse,ResponseTimes,TimeToPM2.5,CurrentPM2.5,DrillingPoint,TimeToStartPoint
2025-05-18 17:25:33,6.933723,1,-1,19.17215,-1,-1
2025-05-18 17:25:34,8.60463,2,-1,21.15832,-1,-1
2025-05-18 17:25:36,-1,-1,10.52566,25.12254,-1,-1
2025-05-18 17:25:37,10.88765,3,-1,25.12254,-1,-1
2025-05-18 17:25:39,13.28195,4,-1,27.10048,-1,-1
2025-05-18 17:33:25,-1,-1,10.52266,25.16264,-1,-1
