DateTime,TimeToResponse,ResponseTimes
2025-05-16 16:06:12,6.518044,1
2025-05-16 16:06:20,14.10517,2
2025-05-16 16:06:22,16.73652,3
2025-05-16 16:08:03,2.609932,1
2025-05-16 16:08:05,5.534427,2
2025-05-16 16:08:07,6.745808,3
2025-05-16 16:15:43,25.03586,1
2025-05-16 16:19:31,13.98324,1
2025-05-16 16:23:17,11.221,1
2025-05-16 16:23:37,10.98059,1
2025-05-16 16:33:12,11.05313,1
